Username;Comment;Time;Label
@yambuh3247;10:45 bu gurunya di foreshadow in klo dia gila sih, tp yaaaa gtu deh, diomongan mulut doang;1 hari yang lalu;0
@eduKikiSiregar;𝗞𝗢𝗜𝗦𝗟𝗢𝗧💥 = mood booster saat saldo mulai sekarat!;2 hari yang lalu;1
@KiiyouNime;Lebih besar lebih enak tauu🗿🗿;1 tahun yang lalu;0
@sportclubBayuPermana;seketer hadi​r​, bawa hoki banget;6 hari yang lalu;0
@NURHAN_テンジク;akhirnya vlog lagi;5 bulan yang lalu;0
@vinnsMP;Gojo mati terbelah, dan. Kiko untuk ejekannya wkwk;1 tahun yang lalu;0
@YungAuz;"Kebetulan kebetulan yang lo kasih tau kayaknya salah besar, kecuali 4 dan 5. 

Kebetulan 1 : bukannya sinyal ga ada tapi sinyalnya di putus karna takut siswanya berbuat curang. pada saat edwin keluar dari fentilasi emang niatnya untuk merusak sistem pemutus sinyal tersebut dan diending hpnya si cristo baru dapet sinyal dan butuh waktu untuk mendownload/stream video yang sebelumnya mau diputar tapi tidak ada jaringan internet, ketika dapet sinya maka videonya auto play. (tidak kebetulan dan masuk akal). 

Kebetulan 2 : warga masuk ke sekolah sepertinya bukan kebetulan, (asumsi pribadi) menurut gw, 3 orang temen jefri yang kasih tau warga untuk masuk ke sekolah karna di sekolah itu ada cina atau barang-barang yang bisa dijarah (contohnya: ada yang ngambil tv). (tidak kebetulan dan masuk akal)

Kebetulan 3 : berhasil kabur karna si edwin ketauan bahwa dia itu cina udah di depan pintu keluar, jadi kemungkinan peluang lolosnya besar. (tidak kebetulan dan masuk akal). 

Kebetulan 6 : anak kecil yang nyelamatin siswa cina, mungkin lebih tepatnya ada anak kecil yang sedang buka pintu untuk mencari sesuatu karna kalo lagi ngejarah mungkin segala sudut di cari ya.  ketika anak kecil buka pintu “kebetulan” ada seorang siswa cina yang sedang dikurung, makanya seolah-olah ada anak kecil yang nyelamatin siswa cina atau mungkin jokan ada pesan terselubung mengenai itu. (ada sedikit kebetulan dan masuk akal). 

coba tonton lagi deh biar bisa kasih penjelasan lebih detail";5 hari yang lalu (diedit);0
@julyaml.h.6610;WATASHIWA HONTONI JAPANESE;5 bulan yang lalu;0
@COSAABIEZ;Tinggal Megumi Fushiguro Sama Yuji Itadori 🤧🤧🤧🤧;1 tahun yang lalu;0
@taufikpro9507;Indonesia cocok bertahan dan serangan balik sj..;3 minggu yang lalu;0
@hasannn3340;esensi dari film menurutku adalah bercerita atau menyampaikan ide dari pembuatnya. dan film yang aku tau punya pendekatan surrealis dengan banyaknya metafora dan pesan implisit didalamnya, tetapi juga berhasil membuat penonton menikmatinya adalah film parasite dan bahkan filmnya joko anwar sebelum ini, siksa kubur. sayangnya kali ini bang joko kurang berhasil mengemas yg satu ini menjadi film yang nyaman untuk ditonton.;6 hari yang lalu;0
@muhammaddewandaruprayata3043;sukuna sangat senang setelah melihat gojo di belah oleh bang medy;10 bulan yang lalu;0
@McIntyreWatt-x8o;Cair terus ini kakak mantap banget cuan di Weton88;1 hari yang lalu;1
@DigitalNatureIDN;Karena sebenarnya namanya bukan arsal bahtiar tapi Astral Bahtiar;7 bulan yang lalu;0
@Komedisejenak;Kiko;1 tahun yang lalu;0
@ananthaturpranata6353;Bang coba beli iPhone 14 pro max tapi kecil bang berani gak;1 tahun yang lalu;0
@muhammaddaffaalfatih3066;Semisal jatuh bagian layar depan, ganti nya berapa tu ya? 😢;1 hari yang lalu;0
@mickypr07;Makin kesini makin ajib aja intronya 🤣;6 hari yang lalu;0
@fendisirapati2045;Nitizen info keturunan towel kritiknya😅;3 minggu yang lalu;0
@amogussus4654;Bang beli kardusnya aja 5.000 besar lagi😅;1 tahun yang lalu;0
@radityagunadharma2062;"Akan lebih mengagetkan lagi, jika Pertemuan G20 selanjutnya di indonesia, diadakan di IKN IBUKOTA NUSANTARA..
🤣😂🤣😂

Banyak Orang pembenci Jokowi & Gibran pun pasti bakalan nangis..
Hahahaha...";1 hari yang lalu;0
@Jamurdadakan;Baru kali ini bang medy unboxing  nendoroid;1 tahun yang lalu;0
@Unsleepist;kapan podcast/shift malam lg;5 bulan yang lalu;0
@tachoblacksquad;"Gua dari iphone 15 pro max langsung ganti ini HP... Apalagi waktu di review i show speed beh GG

Ternyata benar yang di takuti USA itu produk produk china";1 hari yang lalu;0
@SchwartzRadford-f6c;Awal kebangkitan cuan pasti di WETON88;1 hari yang lalu;1
@anaktetangga;vidio yang keren lagi dari paman👍 untuk pernyataan semua negara serarang mengunakan sistem ekonomi campuran tapi yang membedakannya cuma adat, yang di maksud adatnya contohnya seperti apa ya paman?;1 tahun yang lalu;0
@fazriq147;p;1 tahun yang lalu;0
@mochamadsuryadwitama6349;bang kenapa ga sekalian bahas 98 dulu sekilas bang, menurut gw ini penting banget karena salah satu hal yang paling di mention di film ini bang. buat sekalian aware kericuhan akhir-akhir ini yang menurut gw man. parah banget.;6 hari yang lalu;0
@wahyudinaw4199;Dari youtube short terus kesini cari jawaban malah di kasih pertanyaan lagi;1 tahun yang lalu;0
@B123NDI;Negeri yg kaya surga & alamnya, tapi sayang nya tiket pesawat terlampau mahal ketimbang tiket keluar negeri😢;7 bulan yang lalu;0
@RadennBrotoseno;Jendral TNI Tak Perlu Di Ragukan Kecintaanya Untuk Ibu Pertiwi❤ Bahkan Dunia❤;1 hari yang lalu;0
@xnayaka;bang bikin top 5 film indonesia terbaik dari 100 film terlaris sepanjang masa dongg;3 hari yang lalu;0
@adamschannel5637;Hadir;1 tahun yang lalu;0
@NikogHkMx;Bener-bener situs terpercaya, recommended;6 hari yang lalu;0
@lidialidia1653;Hadir;1 tahun yang lalu;0
@FidelJamari-t8z;Sehat selalu semuanya salam dari 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe;1 hari yang lalu;1
@KimChen6ZFTZRJ;Sekali spin di Gates sekater dapet mekswen langsung pecah;2 hari yang lalu;1
@boys948;Balik modal ga bang?;1 tahun yang lalu;0
@syafrenaherawati908;Gapernah seserius ini suka sama karakter fiktif 😭;1 tahun yang lalu;0
@aryabasin7178;Salpok ada yg takbiran;3 minggu yang lalu;0
@RikiSakurai;Kiko enak tau;1 tahun yang lalu;0
@Sqwrtyg_;first;1 tahun yang lalu;0
@agungbismiafianna2824;Akuuuuuuuuuu;1 tahun yang lalu;0
@S.A.S12760;Aku tau kenapa dapat kiko karena gojo udah mati badannya terbelah 2 seperti kiko;1 tahun yang lalu;0
@rioiy5143;Mantul..;1 tahun yang lalu;0
@NeverDie_BMGO;Anak. Ngen di ingetin lgi;1 tahun yang lalu;0
@jayasatrio960;"Bang mau tanya dong, mudah""an bisa dijawab yaa🙏🏻
Bang ferry ada bilang kalo tidak ada yg bner"" menerapkan sistem ekonomi pasar atau terpusat secara murni, pasti lebih ke sistem ekonomi campuran karena pasti ada ""intervensi"" dari government atau pemerintah nya, cuma yg membedakan dari kadarnya aja

Nah pertanyaan saya lebih ke ""apa aja sih tindakan atau langkah government atau pemerintah dalam hal melakukan intervensi terhadap pasar?
Makasih bang kalo udah dijawab🙏🏻";1 tahun yang lalu;0
@MunizShelby-v2f;terimakasih selalu upload bg, walaupun masih sibuk🎉𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@Owen4xiP6;Modal receh jadi makswin, GG sih ini;1 hari yang lalu;1
@3c_syarahbiel252; @suwarnosuwarno-vd3wn kalo yg ini gue ga setuju sih. menurut gue pdbd masih underated;6 hari yang lalu;0
@Mochamad_Ridwan22;Hadir😊;1 tahun yang lalu;0
@ferdinanaditya5214;😂😂;1 tahun yang lalu;0
@REFRAMED;"Bener sih, sempat mikir ""bakal ada sequelnya gk sih ini"" ... tp setelah pikir2 lg, ngapain juga ya ada sequelnya, tujuannya sudah ketemu (nyariin anaknya si cici nya), tp klo semisalnya mau dibuatin sequel kemungkinan plotnya cma berfokus sm survival di masa kerusuhan itu aja, lagian ni endingnya dibikin seolah2 bakal ada sequel gtu kyk temennya edwin tiba2 muncul di akhir sm bu diana dan kristo tiba2 ngilang aja gtu kabur entah nyari bantuan atau emng kabur ajaa, trus anak yg dikurung di loker mungkin ada niatan untuk balas dendam sm jefri tapi jefrinya dah koit...";13 jam yang lalu;0
@suandisuandi8704;500 orang yang sedih goho jdi kiko😢;1 tahun yang lalu;0
@Dimasyqigaming;"Terlalu surrealis sih ceritanya.



Spoiler alert















1.  Tuh bocah dapat senjata Tajam darimana? Gak dijelasin
2. Hubungan Edwin dan Barisca Cafe China gak dijelasin jg penyelesaiannya
3. Cerita bu guru latar belakang dia ngajar di bukot duri jg gak diexplore


Cerita MACAM APA INI? Gantung semua";4 hari yang lalu;0
@abirohim6562;hadir;1 tahun yang lalu;0
@Erwan_90;"Tahun 2008 saya memiliki teman sejati dari Papua Wamena, beliau bernama ""Mecky Wakerkwa"", selama kuliah bareng dengannya di bandung sampai lulus, orangnya sangat lucu dalam bergaul, selalu baik dan besar hati dala memberi, bahkan say sempat tinggal bersama komunitas anak anak papua di bandung, mereka benar benar baik dan selalu menghargai. Terimakasih teman! engkau akan selalu jadi bagian dalam hidupku selamanya. semoga tenang di alam sana, Tuhan menerima semua amal kebaikan mu. Aamiin ! ini video biki saya terharu dan menangis .. terimakasih! semoga sukses Mas.";5 bulan yang lalu;0
@budimanbudi5951;Sampai kiamat pun argentina tidak akan menjadi juara euro cup 😂😂😂;1 bulan yang lalu;0
@abdyabady6993;Film utk wwo;6 hari yang lalu;0
@RAKYATGOKS;"Apa yang Abang bilang di shorts saya faham betul dengan perbandingan Pablo picasso. Banyak yang salah arti dan mereka mikir Joko Anwar makin jelek padahal bukan makin jelek tapi banyak hal gebrakan baru yang ia ingin coba bukan flat kayak gitu-gitu aja. 

Semangat bang kontennya";6 hari yang lalu;0
@Xtr-d4c;gw kesini gara2 tiktod;1 tahun yang lalu;0
@rikpb9o;Nggak rugi nyobain, hasilnya langsung kerasa;1 hari yang lalu;1
@brendansetiawan7381;Impianku nanti kalo uang ku dah banyak pengen jalan jalan ke Papua;4 bulan yang lalu;0
@anggrianagustin7085;Gw beli figure anime biasanya buatan banpresto, harganya murah tapi kualitas bagus.;1 tahun yang lalu;0
@Levirk2Cn;Beberapa pengguna melaporkan hasil positif dari penggunaan 𝘈𝐺𝙐𝐒𝘛𝑂𝑇О. 🍧;1 hari yang lalu;1
@boyanabr3039;"Berlatih keras dn di siplin
Inilah hasil nya

Alhamdullh";3 minggu yang lalu;0
@AzqapradaElyasin;Aneh sekali 😅😂😂😂😂;1 tahun yang lalu;0
@mhmaddnzarmlnaa;Lucu bngt yang 28 ribuuu😁😁😄😄;1 tahun yang lalu;0
@RenRen23-r7d;Hadir;1 tahun yang lalu;0
@kemalkamil2314; @reyhanrey-dr4tb  naah kan wkwkwk, yaudah bagi yg percaya dan ngalamin aja yah, bagi yang blum ngalamin mungkin dia blum ngalamin😌😌;1 hari yang lalu (diedit);0
@Arsenio-f3z;Siapa setuju gojo makin ganteng 👍;1 tahun yang lalu;0
@BagusCahyo-n9f;Gw;5 bulan yang lalu;0
@burungghebat;buset intronya nggak sekalian aja bang room tour kamarnya?;6 hari yang lalu;0
@Romeoaugspot;Saya;1 tahun yang lalu;0
@historiographfik;Sabar Koh;6 hari yang lalu;0
@gatott884;bang gua serius nanya itu ruangan emang sesempit itu atau efek kamera? maaf baru nonton video abang;1 tahun yang lalu;0
@budyxhiang4396;Papua indah;3 bulan yang lalu;0
@Raffa535;Kiko enak tau;1 tahun yang lalu;0
@Anb5n5h;Main bentar, eh langsung rezeki nomplok! Semuanya bisa terjadi di 𝘿 𝐄 𝙒 A 𝘋 O 𝑅 А! 🏫;1 hari yang lalu;1
@Dimasfathull;Pasar malam tapi ini siang🗿;5 bulan yang lalu;0
@rmdhn_aditya;Btw bukit duri itu nama daerah;6 hari yang lalu;0
@younkou_nosam;gila openingnya🔥 🔥;6 hari yang lalu;0
@taufananindita1991;Betul kata bang hensa kita harus menjaga semangat dan optimisme bersama;22 jam yang lalu;0
@adlynnizharel-rafip9874; @ngelantur  mungkin maksudnya gini pak, Edwin buka HP kali aja bisa ada yg nolongin dia disaat posisi tersudutkan sprt kondisi dlm film itu, pas buka hp langsung disuguhkan dg video pembantaian dengan umpatan pelaku bahwa dirinya anak yg dibuang oleh CHINA. nah SI Edwin penasaran dong pastinya, ngliat hape sampe dia lupa dg situasi sekitarnya.;6 hari yang lalu (diedit);0
@zikriiijilid2;awoooo;5 bulan yang lalu;0
@gifarirachman;​ @AriyantoTriWibowo  dia ngomong nyokap nya juga cina, sempet ngomong juga bokapnya banyak, mungkin dari situ, kan cici edwin diperkosa pas kerusuhan sebelumnya;6 hari yang lalu;0
@TravonCroft-l5z;Makin yakin abis baca review lain tentang ✌✌Weton88.;1 hari yang lalu;1
@zezzzen;Suara pembawaanya mirip sekali dengan bung firsa🎉❤;7 bulan yang lalu;0
@chywrineee;Hadirr;1 tahun yang lalu;0
@Kaifangantara;"Rahim cewek"" Jadi anget🥲";1 tahun yang lalu;0
@dinlol390;Pas bagian mulai kekunci di ruang itu udah mulai boring sih... Terlalu lama gt... Gak bisa sat set..... Masih siksa kubur yg terbaik di antara semua film pak jokan;6 hari yang lalu;0
@bangyatinFrame;Indah ternyata raja Ampat;4 bulan yang lalu;0
@ayenjj;Hadiiirrrrr dan aku tidak ingin menjadi go/jo;1 tahun yang lalu;0
@FatimaGU9z5;menang besar bikin aku makin percaya sama keberuntungan di 𝐴 𝐸 𝘙 𝙊 8 8! 🪗;1 hari yang lalu;1
@onimarukun_official5736;🗿🤌;1 tahun yang lalu;0
@nexcos7972;Hadir;1 tahun yang lalu;0
@AnjuDevi-ll4si;[̲̅P][̲̅U][̲̅L][̲̅A][̲̅U][̲̅7][̲̅7][̲̅7] tampil dengan desain modern;1 hari yang lalu;1
@fxzy107;bang beli goji satoru versi kiko bang🗿;1 tahun yang lalu;0
@Manjirou_;aku;1 tahun yang lalu;0
@hasanbermalam9680; @lordbuzzerp  bukan masalah fomo sih nyatanya tomothy aja kasih 7.5 artinya ini film bagus.. layak ditonton dibandingin karya karya lain 🤣 yang ratingnya 5 s/d 4 🤣 dua kalinya coy. Gua sih sejauh ini suka sama karya karya JOKAN gak pernah mengecewakan;6 hari yang lalu;0
@RozakHermanto;Suamimu jadi kiko Mbak 😂;8 bulan yang lalu;0
@ShougonTheSamurai;500 orang pertama yang ingin jadi es kiko;1 tahun yang lalu;0
@SevensGamers;Gojo Yang Udh Jadi Kiko Bilek 🗿;1 tahun yang lalu;0
@janu4869;makasih om;1 tahun yang lalu;0
@golukumargolukumar9646;Terpopuler GA RU DA HO KI Member baru pasti jepee❤;2 hari yang lalu;1
@yafizafrhan;Ending yang meng kiko kiko 🤣🤣🤣🤣🤣;1 tahun yang lalu;0
@ghozbuster;"Yang abang lakuin itu penilaian subjektif, artinya memakai ukuran-ukuran pribadi kayak preferensi genre, experience selama nonton, atau baik-buruknya kesan yang diberikan. Ukuran-ukuran ini gak bisa disamain antara satu orang dengan yang lain, tapi bukan berarti gak bisa dipake buat menilai film. Hanya saja butuh disclaimer kayak, ""menurut saya pribadi..."", sehingga orang lain ngerti kalo penilaiannya bakal lebih ke arah subjektif.

Nah, yang dimaksud abang ""aturan"" ini termasuk ke penilaian objektif, artinya memakai ukuran-ukuran yang diakui ideal secara kolektif di dunia perfilman. Beberapa di antaranya ialah sinematografi, storytelling dan karakterisasi. Tiga kategori penilaian itu hampir pasti muncul di setiap review karena reviewer dituntut sebisa mungkin harus memberikan penilaian yang objetif, dan film yang secara objektif bagus udah pasti punya sinematografi yang mendukung filosofi ""show don't tell"", storytelling minim plothole, dan karakter-karakter yang kompleks, bukan one dimensional.";6 hari yang lalu;0
@adtyax3581;semangat bang biar ga disetrum;1 hari yang lalu;1
@riyuu7797;wew;2 hari yang lalu;0
@bolamediayt4613;Kualitas videografernya top bgt si harusnya subcribenya udh jutaan ni;5 bulan yang lalu;0
@muhamadfathurahman7599;Saya suka gojo yang harganya 10 juta;1 tahun yang lalu;0
@abdulrahmanzainalabidin1512;bang review movie blood brothers bara naga;4 hari yang lalu;0
@alaricalaricdaffaalvaro4348;si upi kaya lagi nemenin anak anak nya yang lagi main😂😂😂;5 bulan yang lalu;0
@MasseKinayang;permainan juga butuh keberuntungan. ga butuh main cantik...3 poin lebih cantik❤❤❤;3 minggu yang lalu;0
@HudaSnzhF;Gak pernah bosen main di D 𝐄 𝙒 А D 𝙊 𝙍 𝘼! Selalu ada hal baru! 😙;1 hari yang lalu;1
@rizky_latengantak;Jirr lahh fak kata gwe teh🤣;1 tahun yang lalu;0
@ten-ym4oc;Terima kasih bang, seneng ama kontennya ini, lanjjjuuut;1 tahun yang lalu;0
@DendyIrawan-s8r;Huawei→Nmax turbo;2 hari yang lalu;0
@YaniYani-bq8vj;Pdhl di papua sndri ad tambaang emas bsar lho kak.. Ya mungkn krj di sna kl gk ad yg narik ya sussh ya kak?;6 bulan yang lalu;0
@febrinaajeng1460;Tapi kan memang gpp soal nya jokes itu lucu😂😂😢;8 bulan yang lalu;0
@Oscaruec9;Nggak nyangka hasilnya segede ini, keren banget;1 hari yang lalu;1
@KaiIoff-n1f;Tatekime yowaimo;10 bulan yang lalu;0
@nafanqalbi9580;Hadir;1 tahun yang lalu;0
@SEMUTPAPUA84;Ditunggu di Merauke...;2 bulan yang lalu;0
@Fadilahgimc;Swert Bonanja gacir pol, puas banget;1 hari yang lalu;1
@tantttantt2607;review Mangku Pocong bang;3 hari yang lalu;0
@MsAntibeauty;Kenapa SMA di bukit duri ya? Padahal ada satu SMA yang identik dengan bukit duri yang  anaknya pinter pinter, salah satu sma terbaik di Indonesia, masjid nya adem,  pernah dikepung... Dikepung banjir..;5 hari yang lalu;0
@cupcakes0231;kiko skrng mahal yaaa.... sampe 10 jt :(;1 tahun yang lalu;0
@enonkeno;Amal jariyah adalah cara keadilan Tuhan.👍;1 tahun yang lalu;0
@Redvie;Wah ditunggu bang next episodenya, gaakan bosen dengerin cara penyampaian bang ferry, sangat mudah dimengerti oleh orang awam;1 tahun yang lalu;0
@ferryschannel1956; @andrifahriza542  kayanya mau dibuat sekuel berikutnya dan bsa jd Jokan tau penggemar filmnya akan heboh seperti skrg ini menganalisa Bu Diana.. jd seru kan ?;1 hari yang lalu;0
@Nurhayatiumar-hl7sk;Ke ntt khususnya dialor❤;4 bulan yang lalu;0
@arhliaamrkl1086;bang....😅😥;1 tahun yang lalu;0
@RafaKabir21;Celananya buka 😂 bang;1 tahun yang lalu;0
@_Akiraaaa__;judi kont;6 hari yang lalu;0
@tasripindebong568;Husss jangan gitu akhhh..Reviewers itu fungsinya untuk ngaca buat para sutradara..dan kalo dia sendiri yaaa pasti nggak bakal bisa bikin film sebagus yang ingin dia wujudkan..Jadi dibuat santai aja buat referensi...;6 hari yang lalu;0
@rommycomrade6286; @syarifairlangga4608  well swasta rasa pemerintahan, pemerintahan rasa swasta, mudah mudahan ga ada koruptor yang merasa miskin jadi nya dia korup atau orang miskin yang bisa seenak jidatnya membuangnya sampah ke sungai dan melanggar ketentuan umum lainnya hanya karena dia miskin dan tidak merasa dirugikan juga jika dia merugikan pihak lain nya.;1 tahun yang lalu (diedit);0
@Fajrinxdtl;Gacur banget, auto wede tiap hari;1 hari yang lalu;1
@zhuvixie3365;lagi lagi Love Love ditempat wisata;6 bulan yang lalu;0
@hr.an9;Biakkk Kakss 🤟🏾;7 bulan yang lalu;0
@KresnaZOhRs;Swert Bonanja gacir pol, puas banget;1 hari yang lalu;1
@JunomWTq4;Bermain di 𝘈𝐺𝙐𝘚𝙏𝐎𝙏O-otomatis bahagia, rezeki memang sudah ada jalannya! 🦎;1 hari yang lalu;1
@90strends41;Satu2nya yg sy bisa nikmati dr vidio ini cuma gambarnya dan kualitas gambarnya. Sy kurang suka dengan konsep DokuVlog nya. Tp Terima kasih sudah menampilkan keindahan alam Papua Dangan gambar yg bagus 🙏🏻;6 bulan yang lalu;0
@NVX-y8t;Aku;1 tahun yang lalu;0
@fraksierenyega;09:12;1 tahun yang lalu;0
@AdriannaRowerench-y5d;gw udah coba guys di 𝐒𝐆𝐈𝟖𝟖 cair mulu 👍;1 hari yang lalu;1
@Sepden;Wasit bahrain tapi tetap menang;2 minggu yang lalu;0
@ivannazapatacarterpark-l6z;weton88 keren banget 😊;1 hari yang lalu;1
@aizerel;APAAN ORG BADANNYA KESAMBUNG ABIS DITEBAS SUKUNA BANGKIT LAGI;1 tahun yang lalu;0
@campuraduk25;Joss🎉;22 jam yang lalu;0
@ar.a.h6597;Seru bat jirr keluarga kecil pengoleksi senjata  pak pol ini 😊😊:_awo:;5 bulan yang lalu (diedit);0
@imronfaozi4246;Kasian bapak nya 😂😂;3 bulan yang lalu;0
@shierlybastian4029;@ yup setuju. Kayak ada hubungannya antara Jefry sama bu Diana yg jelas sama2 benci chindo ini. Btw selain terlalu cantik bu Diana jg terlalu “normal” buat ukuran guru di sekolah sebronx itu.;4 hari yang lalu;0
@ryo634;bang jokan emang makin mirip Picasso;6 hari yang lalu;0
@sharky984.b;Bang itu di shoope cuma 33 ribuan;1 tahun yang lalu;0
@inimalyo;🙄(Katanya);6 hari yang lalu;0
@alfipuspitasari8540;Bang cobain mainan aruto yang ada kuramanya nanti kalau Abang beli aku laik deh sampai 1jt;6 bulan yang lalu;0
@njwndn_15;:_nyepong:;5 bulan yang lalu;0
@Nobody-me2of;9:55 busett ada yang make kaya gitu;4 bulan yang lalu (diedit);0
@Renaldy11;"Daniel simons+tim dessaint kombo nggak ada lawan.
Nggak tertarik bikin baju/celana yg pernah direview tim tu bang, hitam doang tapi bertexture dan vibenya itu baju mahal, nggak ada alternative lain yg bagus, mungkin abang tertarik bikin";4 bulan yang lalu (diedit);0
@mgsaillendra3528;Min action figure lanaa dong umur tua ini pen liat SESSHOMARU 😢😢😢;9 bulan yang lalu;0
@ancelende7831;Trlalu exsen dgn kaki kiri nya.utg gol ke 2.blm bs exekusibfinalti;3 minggu yang lalu;0
@Flight643-yk2ls;Kang, spill budget cost sama contact person tour guide d Sorong dong, nuhun kang;6 bulan yang lalu;0
@GracelynArielle-h3e;Min video lu baguss , tetap pilih WETON88 😢;1 hari yang lalu;1
@IndonesiaScenic;Konten anda luar biasa indahnya pak;4 bulan yang lalu;0
